UNIQUE ID,CENSUS YEAR,TRACT,BLOCK GROUP,FIPS ID,TOTAL POPULATION,POPULATION WHITE,POPULATION BLACK,POPULATION ASIAN,POPULATION OTHER,POPULATION AMERICAN INDIAN,POPULATION PACIFIC ISLANDER,POPULATION ONE RACE,POPULATION MULTI RACE,POPULATION 25 OLDER,MEDIAN AGE,MEDIAN HOUSEHOLD INCOME,HIGH SCHOOL MALE,HIGH SCHOOL MORE MALE,COLLEGE 1 YR LESS MALE,COLLEGE 1 YR MORE MALE,ASSOCIATES DEGREE MALE,BACHELORS DEGREE MALE,MASTERS DEGREE MALE,PROFESSIONAL DEGREE MALE,DOCTORAL DEGREE MALE,HIGH SCHOOL FEMALE,HIGH SCHOOL MORE FEMALE,COLLEGE 1 YR LESS FEMALE,COLLEGE 1 YR MORE FEMALE,ASSOCIATES DEGREE FEMALE,BACHELORS DEGREE FEMALE,MASTERS DEGREE FEMALE,PROFESSIONAL DEGREE FEMALE,DOCTORAL DEGREE FEMALE,PERCENT 25 YR OVER HIGH SCHOOL MORE,HOUSING UNITS,OCCUPIED HOUSING UNITS,OWNER OCCUPIED HOUSING,RENTER OCCUPIED HOUSING,PERCENT OWNER OCCUPIED,PERCENT RENTER OCCUPIED,MEDIAN HOUSE VALUE OWNER OCCUPIED,MEDIAN YEAR BUILT,VACANCY RATES
2010220330017001,2010,17,1,220330017001,1595,1548,25,8,2,2,0,1585,10,1116,41.2,130234,39,497,19,54,0,207,99,70,48,99,551,42,43,32,174,76,117,67,88.75%,608,575,1599,58,96.5%,3.5%,$309200.00,1952,5.43%
2010220330017002,2010,17,2,220330017002,1560,405,1116,6,8,4,0,1539,21,1200,43.8,17863,169,200,37,46,0,95,11,11,0,159,370,13,124,36,78,95,13,11,44.17%,867,796,471,818,36.54%,63.46%,$96800.00,1971,8.19%
2010220330017003,2010,17,3,220330017003,885,441,424,8,3,2,0,878,7,657,37.6,44595,95,228,0,65,10,120,33,0,0,25,185,3,54,0,120,0,8,0,72.39%,527,336,67,512,11.57%,88.43%,$228800.00,1970,36.24%
2010220330017004,2010,17,4,220330017004,1092,1001,56,18,3,4,0,1082,10,824,33.6,58047,66,260,38,52,0,124,46,0,0,97,290,31,10,31,144,32,34,8,72.5%,608,575,627,463,57.52%,42.48%,$192500.00,1952,5.43%
2010220330018001,2010,18,1,220330018001,895,691,180,10,6,3,0,890,5,690,41.7,44479,45,193,6,31,6,106,38,6,0,64,348,8,55,10,221,40,14,0,77.900000000000006%,521,448,704,190,78.75%,21.25%,$136500.00,1969,14.01%
2010220330018002,2010,18,2,220330018002,1660,876,601,37,97,5,0,1616,44,1110,33.9,43226,44,300,29,109,32,84,15,0,31,100,314,22,125,0,72,85,10,0,48.82%,847,772,492,1266,27.99%,72.010000000000005%,$147200.00,1968,8.85%
2010220330019001,2010,19,1,220330019001,944,897,27,6,1,3,0,934,10,682,43.9,85233,13,292,24,51,0,79,48,84,6,43,251,17,51,9,120,54,0,0,88.31%,425,380,879,26,97.13%,2.87%,$252900.00,1954,10.59%
2010220330019002,2010,19,2,220330019002,575,559,7,6,0,0,0,572,3,416,46.5,165329,19,205,8,13,0,67,0,106,11,33,230,20,27,0,79,76,20,8,86.61%,276,267,577,15,97.47%,2.53%,$331800.00,1957,3.26%
2010220330019003,2010,19,3,220330019003,1004,775,165,44,1,5,0,990,14,778,34,41625,18,269,15,37,49,130,17,13,8,27,328,0,75,28,148,69,8,0,93.06%,543,475,321,465,40.840000000000003%,59.16%,$201900.00,1964,12.52%
2010220330020001,2010,20,1,220330020001,1741,1484,159,79,5,2,5,1734,7,1278,48.1,65326,136,517,38,152,0,207,22,69,29,172,542,68,103,33,213,112,13,0,75.040000000000006%,736,736,1660,128,92.84%,7.16%,$221900.00,1970,0%
2010220330020002,2010,20,2,220330020002,1694,1549,68,48,7,3,0,1675,19,1255,43.3,54797,94,450,13,79,21,184,43,81,29,185,551,35,102,9,280,80,29,16,77.83%,821,763,1587,225,87.58%,12.42%,$219800.00,1974,7.06%
2010220330022001,2010,22,1,220330022001,733,178,532,0,6,5,0,721,12,459,31.4,25208,95,42,0,9,20,13,0,0,0,56,137,5,69,19,33,11,0,0,44.73%,411,285,234,382,37.99%,62.01%,$82600.00,1956,30.66%
2010220330022002,2010,22,2,220330022002,713,23,684,2,2,0,0,711,2,438,33.4,24153,95,33,0,6,12,0,0,0,15,91,39,0,10,0,20,9,0,0,20.56%,362,271,213,319,40.04%,59.96%,$55000.00,1953,25.14%
2010220330023001,2010,23,1,220330023001,763,706,41,2,3,0,0,752,11,550,38.799999999999997,100938,21,273,22,73,9,39,61,0,69,7,291,8,109,0,89,64,21,0,89.05%,383,340,682,58,92.16%,7.84%,$198200.00,1949,11.23%
2010220330023002,2010,23,2,220330023002,740,705,21,9,3,0,0,738,2,520,37.200000000000003,115306,0,420,0,36,25,181,65,27,86,18,328,10,51,0,112,49,67,39,97.4%,523,466,977,208,82.45%,17.55%,$285000.00,1946,10.9%
2010220330023003,2010,23,3,220330023003,1273,1205,30,3,19,2,0,1259,14,925,36.799999999999997,80417,18,472,9,96,0,244,67,26,30,39,259,5,53,14,69,67,35,16,90.21%,499,499,558,397,58.43%,41.57%,$266600.00,1951,0%
2010220330024001,2010,24,1,220330024001,1470,488,764,84,72,9,0,1417,53,843,27.7,21118,29,138,19,1,65,25,15,5,8,51,152,48,31,22,16,35,0,0,55.21%,838,560,219,1159,15.89%,84.11%,$175000.00,1973,33.17%
2010220330024002,2010,24,2,220330024002,1212,141,1022,21,17,1,0,1202,10,818,36.4,15586,101,254,12,166,0,22,42,12,0,164,121,0,62,0,40,19,0,0,43.14%,607,530,482,598,44.63%,55.37%,$214000.00,1965,12.69%
2010220330025001,2010,25,1,220330025001,674,13,656,0,1,2,0,672,2,433,37.6,21143,71,110,0,55,40,7,0,0,8,97,124,17,79,0,14,14,0,0,45.23%,330,284,338,460,42.36%,57.64%,$62400.00,1954,13.94%
2010220330025002,2010,25,2,220330025002,638,4,632,0,1,0,0,637,1,381,33.6,19496,10,94,49,39,0,6,0,0,0,145,135,14,90,0,8,23,0,0,41.35%,415,343,317,419,43.07%,56.93%,$60800.00,1953,17.350000000000001%
2010220330025003,2010,25,3,220330025003,468,4,447,3,1,7,0,462,6,302,35.700000000000003,21563,90,19,0,7,12,0,0,0,0,81,103,55,19,16,0,13,0,0,31.53%,222,184,221,314,41.31%,58.69%,$75500.00,1964,17.12%
2010220330025004,2010,25,4,220330025004,1724,1288,257,106,19,10,0,1680,44,525,22,12500,18,276,0,12,0,161,49,32,22,42,168,8,9,0,77,66,0,8,85.65%,823,646,253,1234,17.010000000000002%,82.99%,$144300.00,1972,21.51%
2010220330026011,2010,26.01,1,220330026011,1539,1371,106,23,15,2,1,1518,21,1099,36.6,54107,52,446,13,118,0,169,48,76,22,41,428,19,71,11,176,87,48,16,87.32%,851,711,892,596,59.95%,40.049999999999997%,$279100.00,1953,16.45%
2010220330026012,2010,26.01,2,220330026012,2283,2138,47,41,9,3,2,2240,43,1494,33.6,62172,38,593,9,37,16,285,122,30,94,24,654,65,83,6,283,125,15,77,94.42%,1015,890,1258,757,62.43%,37.57%,$299300.00,1957,12.32%
2010220330026021,2010,26.02,1,220330026021,645,616,11,8,3,1,0,639,6,480,40.1,56023,0,191,15,44,0,59,47,14,12,44,209,34,15,34,85,23,0,18,91.3%,343,307,422,163,72.14%,27.86%,$230700.00,1962,10.5%
2010220330026022,2010,26.02,2,220330026022,1683,1604,19,41,11,1,0,1676,7,1125,45.4,131462,12,584,8,32,42,241,92,123,46,102,506,8,37,43,242,104,72,0,89.66%,677,654,1597,201,88.82%,11.18%,$363200.00,1971,3.4%
2010220330026023,2010,26.02,3,220330026023,1588,689,803,47,22,1,0,1562,26,999,28.5,53060,84,260,35,63,0,61,71,6,24,124,347,29,31,41,167,47,22,10,72.39%,986,757,259,1142,18.489999999999998%,81.510000000000005%,$194200.00,1993,23.23%
2010220330027001,2010,27,1,220330027001,805,498,286,5,0,1,4,794,11,539,39.1,75688,62,131,2,27,16,65,11,1,9,77,179,16,31,0,90,20,6,16,61.39%,269,239,617,87,87.64%,12.36%,$281600.00,1958,11.15%
2010220330027002,2010,27,2,220330027002,816,19,780,0,2,3,0,804,12,517,35.4,16101,51,74,35,39,0,0,0,0,0,136,68,12,27,0,5,24,0,0,27.84%,408,359,538,327,62.2%,37.799999999999997%,$79700.00,1958,12.01%
2010220330028011,2010,28.01,1,220330028011,2011,597,257,1049,56,5,2,1966,45,1090,25.6,35169,7,433,0,10,0,159,197,0,67,8,338,0,20,10,130,155,0,23,97.39%,831,617,18,1272,1.4%,98.6%,,1961,25.75%
2010220330028012,2010,28.01,2,220330028012,1460,856,168,360,37,4,2,1427,33,544,22.4,15603,78,218,52,0,17,48,76,16,9,13,130,0,0,10,41,79,0,0,75.61%,748,550,91,1142,7.38%,92.62%,,1981,26.47%
2010220330028021,2010,28.02,1,220330028021,1955,1600,152,137,13,3,1,1906,49,277,19.600000000000001,16023,6,129,0,7,0,15,29,44,34,7,64,0,0,12,17,35,0,0,92.85%,356,276,13,382,3.29%,96.71%,,1969,22.47%
2010220330028022,2010,28.02,2,220330028022,2156,1932,133,36,12,1,0,2114,42,274,21,20132,4,74,0,0,7,37,30,0,0,7,60,0,28,11,21,0,0,0,73.98%,377,252,62,641,8.82%,91.18%,$172900.00,1970,33.159999999999997%
2010220330030001,2010,30,1,220330030001,780,7,762,2,1,1,0,773,7,369,23.8,24306,24,105,0,67,0,29,9,0,0,97,60,0,38,0,0,0,0,22,39.57%,384,331,95,836,10.199999999999999%,89.8%,$177800.00,1964,13.8%
2010220330030002,2010,30,2,220330030002,573,1,563,6,0,3,0,573,0,401,44.1,68889,48,141,31,52,0,50,0,8,0,66,130,0,44,23,21,42,0,0,64.62%,196,196,474,37,92.76%,7.24%,$106100.00,1973,0%
2010220330030003,2010,30,3,220330030003,2125,31,2054,2,6,5,0,2098,27,342,20.3,24138,42,20,6,8,0,6,0,0,0,73,122,0,86,0,26,10,0,0,41.52%,144,118,262,103,71.78%,28.22%,$77900.00,1970,18.059999999999999%
2010220330030004,2010,30,4,220330030004,1280,5,1251,0,0,0,0,1256,24,666,26.1,14142,66,65,16,12,10,0,27,0,0,187,150,28,52,33,31,6,0,0,27.9%,579,526,505,1037,32.75%,67.25%,$68500.00,1966,9.15%
2010220330031011,2010,31.01,1,220330031011,1010,4,1001,0,0,2,0,1007,3,430,20.399999999999999,18924,62,97,36,23,0,38,0,0,0,147,76,8,57,0,11,0,0,0,29.76%,443,367,184,1093,14.41%,85.59%,$89400.00,1970,17.16%
2010220330031012,2010,31.01,2,220330031012,551,0,547,0,0,0,0,547,4,419,54.4,39375,23,137,0,60,18,29,11,11,8,54,144,0,26,0,19,86,13,0,72.42%,237,194,417,17,96.08%,3.92%,$108000.00,1965,18.14%
2010220330031013,2010,31.01,3,220330031013,795,1,784,0,0,2,0,787,8,441,29.1,15000,169,47,0,47,0,0,0,0,0,134,147,36,57,30,16,8,0,0,26.97%,372,372,382,606,38.659999999999997%,61.34%,$79500.00,1963,0%
2010220330031014,2010,31.01,4,220330031014,730,3,719,0,0,1,0,723,7,443,31.4,23355,66,18,0,10,0,8,0,0,0,61,196,32,127,8,21,8,0,0,34.74%,334,241,235,403,36.83%,63.17%,$92400.00,1960,27.84%
2010220330031015,2010,31.01,5,220330031015,1023,4,1015,0,0,0,0,1019,4,682,39.799999999999997,23828,79,84,0,14,0,70,0,0,0,89,185,24,71,13,56,21,0,0,43.57%,437,368,504,644,43.9%,56.1%,$69600.00,1965,15.79%
2010220330031031,2010,31.03,1,220330031031,3278,461,2787,9,9,0,0,3266,12,2103,29.5,21964,176,129,17,66,7,39,0,0,0,171,160,13,89,10,44,4,0,0,28.33%,424,359,555,672,45.23%,54.77%,$80400.00,1965,15.33%
2010220330032011,2010,32.01,1,220330032011,848,357,464,10,6,0,0,837,11,555,37.799999999999997,61920,115,104,5,52,0,37,10,0,0,117,148,17,28,21,51,31,0,0,47.93%,309,309,668,151,81.56%,18.440000000000001%,$124500.00,1961,0%
2010220330032012,2010,32.01,2,220330032012,1811,348,1420,3,13,10,0,1794,17,1167,36.700000000000003,47045,107,357,62,81,28,118,26,32,10,171,349,40,91,9,167,42,0,0,60.63%,771,692,1390,422,76.709999999999994%,23.29%,$144200.00,1977,10.25%
2010220330032013,2010,32.01,3,220330032013,1183,220,939,9,1,3,0,1172,11,686,30.8,40172,35,223,10,189,10,14,0,0,0,59,220,57,77,17,50,19,0,0,72.150000000000006%,415,366,815,340,70.56%,29.44%,$112300.00,1975,11.81%
2010220330032021,2010,32.02,1,220330032021,1109,461,629,2,0,6,0,1098,11,737,38.799999999999997,44858,95,164,50,93,21,0,0,0,0,224,133,79,41,0,13,0,0,0,45.67%,412,402,622,215,74.31%,25.69%,$107200.00,1977,2.43%
2010220330032022,2010,32.02,2,220330032022,1724,598,1078,19,9,5,0,1709,15,1182,41.6,83750,195,319,8,160,56,51,27,0,17,228,392,15,67,57,137,79,15,22,59.31%,626,611,1617,0,100%,0%,$155500.00,1977,2.4%
2010220330032023,2010,32.02,3,220330032023,1084,240,808,11,1,0,0,1060,24,697,39.5,53083,50,232,17,123,0,73,19,0,0,126,298,35,89,21,95,58,0,0,68.45%,491,447,926,308,75.040000000000006%,24.96%,$130000.00,1983,8.960000000000001%
2010220330033001,2010,33,1,220330033001,738,6,722,0,4,0,0,732,6,516,45,31536,79,108,10,76,0,0,22,0,0,100,211,0,99,0,22,79,0,11,54.51%,358,337,615,389,61.25%,38.75%,$98400.00,1967,5.87%
2010220330033002,2010,33,2,220330033002,909,3,893,1,0,2,0,899,10,618,41.5,35268,142,106,28,22,0,25,20,0,11,68,275,0,102,112,29,32,0,0,54.71%,494,389,670,222,75.11%,24.89%,$75000.00,1963,21.26%
2010220330033003,2010,33,3,220330033003,1042,0,1022,2,0,1,0,1025,17,480,23.8,21964,71,78,0,37,0,41,0,0,0,34,139,14,90,0,8,27,0,0,51.95%,478,374,337,612,35.51%,64.489999999999995%,$80700.00,1994,21.76%
2010220330033004,2010,33,4,220330033004,1305,4,1282,3,2,0,0,1291,14,729,29.4,24476,126,99,0,82,0,17,0,0,0,97,178,46,100,14,11,7,0,0,43.65%,414,347,794,316,71.53%,28.47%,$70500.00,1970,16.18%
2010220330033005,2010,33,5,220330033005,1167,12,1150,0,0,3,0,1165,2,626,28.7,30469,178,42,0,18,0,24,0,0,0,171,169,21,148,0,0,0,0,0,25.54%,439,351,830,510,61.94%,38.06%,$79000.00,1979,20.05%
2010220330034001,2010,34,1,220330034001,1475,157,1273,5,17,7,0,1459,16,876,32.1,41705,136,281,14,60,60,73,74,0,0,124,413,147,76,28,123,39,0,0,64.41%,561,536,964,658,59.43%,40.57%,$105800.00,1975,4.46%
2010220330034002,2010,34,2,220330034002,1629,49,1557,4,2,0,0,1612,17,979,31.7,32109,111,201,30,48,42,57,10,14,0,116,177,0,47,0,86,44,0,0,47.98%,490,401,892,356,71.47%,28.53%,$88600.00,1967,18.16%
2010220330034003,2010,34,3,220330034003,1365,21,1332,0,2,0,0,1355,10,790,30.5,16711,104,29,0,16,0,0,13,0,0,92,242,56,153,0,0,33,0,0,35.479999999999997%,583,448,950,291,76.55%,23.45%,$94100.00,1967,23.16%
2010220330034004,2010,34,4,220330034004,851,19,821,0,1,2,0,843,8,511,31.8,36369,132,59,0,25,0,34,0,0,0,96,31,18,0,0,0,13,0,0,17.77%,267,233,626,301,67.53%,32.47%,$69200.00,1965,12.73%
2010220330034005,2010,34,5,220330034005,1311,43,1256,4,0,0,0,1303,8,792,33.5,42321,109,74,37,20,0,17,0,0,0,229,161,11,97,0,53,0,0,0,37.54%,479,384,720,118,85.92%,14.08%,$104100.00,1966,19.829999999999998%
2010220330035011,2010,35.01,1,220330035011,1384,178,1160,1,44,0,0,1383,1,958,43.6,51442,188,262,47,101,33,55,18,0,8,134,395,24,103,16,154,98,0,0,53.41%,639,639,1644,146,91.84%,8.16%,$132700.00,1978,0%
2010220330035012,2010,35.01,2,220330035012,1676,455,821,46,307,10,0,1639,37,953,28.1,33651,75,78,7,25,8,13,25,0,0,235,88,0,25,0,63,0,0,0,27.1%,498,433,443,890,33.229999999999997%,66.77%,$99100.00,1976,13.05%
2010220330035041,2010,35.04,1,220330035041,1229,22,1187,1,4,3,0,1217,12,754,34.299999999999997,51250,56,109,12,26,28,35,8,0,0,111,198,17,130,0,27,24,0,0,52.41%,341,286,831,77,91.52%,8.48%,$89100.00,1966,16.13%
2010220330035042,2010,35.04,2,220330035042,878,10,864,1,0,3,0,878,0,546,33.5,46563,120,166,38,34,37,21,36,0,0,192,180,26,21,35,51,47,0,0,48.83%,384,384,1009,95,91.39%,8.61%,$99800.00,1975,0%
2010220330035043,2010,35.04,3,220330035043,2090,34,2026,0,8,1,0,2069,21,1198,30.9,57419,207,361,0,243,17,75,0,0,26,256,554,42,302,32,111,55,12,0,55.25%,840,782,1543,728,67.94%,32.06%,$96100.00,1977,6.9%
2010220330035044,2010,35.04,4,220330035044,2017,65,1936,2,0,3,0,2006,11,1158,30.3,41138,45,291,10,63,65,142,11,0,0,165,361,10,223,10,85,21,12,0,62.72%,679,651,1248,782,61.48%,38.520000000000003%,$105800.00,1971,4.12%
2010220330035051,2010,35.05,1,220330035051,664,83,571,5,1,0,0,660,4,422,35.1,73669,62,134,39,40,0,55,0,0,0,91,160,17,23,22,59,39,0,0,55.57%,302,279,783,115,87.19%,12.81%,$125500.00,1966,7.62%
2010220330035052,2010,35.05,2,220330035052,1420,35,1368,3,0,1,0,1407,13,784,28.8,26607,90,98,17,60,0,10,11,0,0,115,274,17,138,45,40,34,0,0,49.79%,489,423,629,634,49.8%,50.2%,$99900.00,1964,13.5%
2010220330035053,2010,35.05,3,220330035053,966,167,758,0,36,2,0,963,3,617,36.9,44107,91,125,21,42,0,53,0,0,9,35,182,39,40,19,30,39,15,0,55.15%,326,309,654,236,73.48%,26.52%,$105000.00,1969,5.21%
2010220330035054,2010,35.05,4,220330035054,1126,218,810,8,78,0,0,1114,12,660,29.4,36830,95,84,18,42,18,6,0,0,0,84,115,0,35,38,9,33,0,0,38.53%,504,419,416,562,42.54%,57.46%,$102600.00,1971,16.87%
2010220330035061,2010,35.06,1,220330035061,1574,219,1181,68,72,0,2,1542,32,1010,39.1,61667,145,239,10,114,29,72,14,0,0,55,225,0,75,41,84,25,0,0,63.76%,436,436,1174,122,90.59%,9.41%,$152100.00,1975,0%
2010220330035062,2010,35.06,2,220330035062,935,221,670,12,24,1,0,928,7,624,40.799999999999997,44839,71,82,0,40,0,42,0,0,0,130,98,0,22,0,40,36,0,0,43.93%,258,258,612,0,100%,0%,$144000.00,1976,0%
2010220330035063,2010,35.06,3,220330035063,1062,177,855,19,2,1,1,1055,7,697,39.1,55938,249,216,13,74,90,0,0,0,39,128,351,0,237,58,20,36,0,0,57.73%,389,389,1177,645,64.599999999999994%,35.4%,$140000.00,1975,0%
2010220330035064,2010,35.06,4,220330035064,2367,351,1900,53,30,7,0,2341,26,1468,31.5,39063,385,202,18,28,93,34,15,14,0,268,781,30,423,89,226,13,0,0,48.52%,1186,1078,1188,1640,42.01%,57.99%,$134800.00,1975,9.11%
2010220330035065,2010,35.06,5,220330035065,919,162,720,27,1,1,0,911,8,605,41.2,67011,269,325,101,78,12,48,24,62,0,86,352,0,166,12,148,26,0,0,65.89%,525,525,1308,31,97.68%,2.32%,$154700.00,1973,0%
2010220330035071,2010,35.07,1,220330035071,2089,146,1897,18,5,3,0,2069,20,1315,34.6,71216,241,372,44,196,34,98,0,0,0,150,532,63,148,71,215,35,0,0,68.52%,728,728,2088,0,100%,0%,$148200.00,1985,0%
2010220330035072,2010,35.07,2,220330035072,1581,459,1070,22,11,6,0,1568,13,919,31.3,50167,187,223,41,56,21,46,47,12,0,181,344,15,159,21,105,44,0,0,54.05%,624,612,1169,430,73.11%,26.89%,$102500.00,1975,1.92%
2010220330035073,2010,35.07,3,220330035073,1644,133,1475,10,12,3,0,1633,11,1062,38.5,65486,154,407,26,135,54,164,28,0,0,99,493,26,124,88,147,95,13,0,70.87%,627,627,1870,22,98.84%,1.16%,$146300.00,1975,0%
2010220330036011,2010,36.01,1,220330036011,934,277,583,17,32,4,0,913,21,611,33.799999999999997,28214,91,127,64,43,0,8,12,0,0,173,149,9,62,41,16,21,0,0,46.7%,512,446,471,397,54.26%,45.74%,$137200.00,1971,12.89%
2010220330036012,2010,36.01,2,220330036012,1532,368,939,203,9,2,0,1521,11,1006,39.5,56944,160,377,53,119,9,165,6,25,0,178,307,55,61,26,115,44,6,0,56.96%,560,560,1737,55,96.93%,3.07%,$156500.00,1973,0%
2010220330036013,2010,36.01,3,220330036013,1017,343,517,88,39,4,0,991,26,687,40,40658,100,98,17,31,11,39,0,0,0,110,131,7,69,0,41,7,7,0,44.45%,368,296,570,212,72.89%,27.11%,$138900.00,1970,19.57%
2010220330036031,2010,36.03,1,220330036031,1250,368,678,19,119,10,2,1196,54,661,26.6,20455,87,63,16,6,0,41,0,0,0,133,147,27,76,14,30,0,0,0,33.590000000000003%,659,450,882,606,59.27%,40.729999999999997%,$94700.00,1970,31.71%
2010220330036032,2010,36.03,2,220330036032,1717,625,837,34,170,9,0,1675,42,1061,31.1,35672,76,246,0,186,0,40,4,16,0,174,222,5,114,21,69,13,0,0,59.76%,685,613,615,625,49.6%,50.4%,$99300.00,1971,10.51%
2010220330036041,2010,36.04,1,220330036041,808,165,513,7,89,3,0,777,31,429,27,39440,50,40,0,40,0,0,0,0,0,84,72,34,38,0,0,0,0,0,39.61%,387,247,317,208,60.38%,39.619999999999997%,$112800.00,1974,36.18%
2010220330036042,2010,36.04,2,220330036042,1670,65,1540,0,47,2,0,1654,16,770,23.9,17324,54,152,24,62,23,43,0,0,0,192,126,0,69,0,57,0,0,0,48%,665,613,26,1698,1.51%,98.49%,,1971,7.82%
2010220330036043,2010,36.04,3,220330036043,890,68,782,29,5,0,3,887,3,472,25.9,50147,130,54,0,37,0,17,0,0,0,108,112,0,51,0,61,0,0,0,36.97%,350,282,359,563,38.94%,61.06%,$108800.00,1976,19.43%
2010220330036044,2010,36.04,4,220330036044,1511,217,995,127,135,6,0,1480,31,901,30,26905,178,215,63,93,31,15,13,0,0,309,109,0,90,0,9,10,0,0,32.049999999999997%,694,658,856,869,49.62%,50.38%,$123500.00,1975,5.19%
2010220330036045,2010,36.04,5,220330036045,1556,169,901,346,83,26,0,1525,31,826,26.6,16555,74,46,0,21,25,0,0,0,0,57,65,36,0,29,0,0,0,0,25.34%,364,313,148,718,17.09%,82.91%,$99600.00,1975,14.01%
2010220330037011,2010,37.01,1,220330037011,1852,1117,641,31,29,3,0,1821,31,1307,36.799999999999997,49974,129,302,13,17,105,109,43,15,0,176,483,86,144,42,145,66,0,0,65.3%,995,781,1142,402,73.959999999999994%,26.04%,$151800.00,1971,21.51%
2010220330037012,2010,37.01,2,220330037012,800,555,186,6,38,2,0,787,13,569,39.6,65385,162,161,0,77,0,67,17,0,0,46,218,54,78,36,15,17,0,18,65.819999999999993%,364,364,507,197,72.02%,27.98%,$181500.00,1959,0%
2010220330037013,2010,37.01,3,220330037013,744,600,88,39,16,1,0,744,0,549,46.1,69408,47,193,0,84,13,87,0,9,0,100,138,40,28,23,47,0,0,0,62.57%,251,251,720,0,100%,0%,$181400.00,1960,0%
2010220330037014,2010,37.01,4,220330037014,1241,925,181,83,26,2,0,1217,24,877,40.5,47679,78,216,8,69,0,139,0,0,0,167,269,20,69,39,98,26,0,17,66.489999999999995%,496,414,1142,45,96.21%,3.79%,$188000.00,1970,16.53%
2010220330037015,2010,37.01,5,220330037015,1329,1081,166,59,6,0,0,1312,17,947,46.6,58469,77,399,13,123,40,92,58,33,40,174,223,0,18,0,77,90,15,23,64.37%,551,551,1238,56,95.67%,4.33%,$180600.00,1968,0%
2010220330037021,2010,37.02,1,220330037021,831,595,199,21,4,0,1,820,11,615,48,73558,114,198,12,70,5,84,12,0,15,128,223,75,86,4,34,24,0,0,59.17%,324,324,661,148,81.709999999999994%,18.29%,$170900.00,1969,0%
2010220330037022,2010,37.02,2,220330037022,1283,554,568,110,20,4,0,1256,27,783,31.6,47813,179,293,0,145,62,47,22,8,9,126,356,10,211,24,70,32,0,9,59.15%,631,608,613,881,41.03%,58.97%,$175900.00,1976,3.65%
2010220330037023,2010,37.02,3,220330037023,1301,984,168,119,10,2,0,1283,18,966,47.6,74276,66,333,7,137,0,96,61,24,8,144,258,72,119,19,40,8,0,0,69.239999999999995%,513,474,1202,78,93.91%,6.09%,$161500.00,1975,7.6%
2010220330037031,2010,37.03,1,220330037031,1291,542,511,213,6,1,0,1273,18,861,38.299999999999997,45104,142,274,20,78,0,115,16,0,45,63,418,45,150,0,119,81,13,10,61.63%,622,584,1090,364,74.97%,25.03%,$131300.00,1981,6.11%
2010220330037032,2010,37.03,2,220330037032,1388,673,524,156,21,3,0,1377,11,899,38,55395,51,315,42,105,0,96,72,0,0,57,324,30,90,59,85,60,0,0,74.87%,532,488,1125,83,93.13%,6.87%,$167500.00,1972,8.27%
2010220330037033,2010,37.03,3,220330037033,938,573,258,69,12,4,3,919,19,690,45.2,81932,62,302,57,107,3,132,3,0,0,97,250,0,62,13,147,28,0,0,76.44%,290,253,683,141,82.89%,17.11%,$158700.00,1961,12.76%
2010220330037034,2010,37.03,4,220330037034,1118,791,170,132,13,0,1,1107,11,773,44.5,84071,52,358,48,152,0,158,0,0,0,52,297,14,165,20,98,0,0,0,86.21%,382,382,883,130,87.17%,12.83%,$189500.00,1969,0%
2010220330037035,2010,37.03,5,220330037035,1495,1039,272,143,10,1,0,1465,30,1074,47,102879,45,557,26,229,52,222,28,0,0,90,440,15,87,0,254,53,31,0,82.07%,532,532,1347,266,83.51%,16.489999999999998%,$215300.00,1972,0%
2010220330038011,2010,38.01,1,220330038011,791,775,7,3,3,1,0,789,2,519,45.3,139904,0,175,0,0,0,56,24,56,39,0,256,9,52,65,78,23,15,14,100%,265,253,992,0,100%,0%,$626800.00,1967,4.53%
2010220330038012,2010,38.01,2,220330038012,1987,1523,267,152,16,2,2,1962,25,1383,31,52125,0,589,36,31,0,276,68,145,33,48,610,53,52,16,270,166,33,20,94.11%,1462,1040,694,1003,40.9%,59.1%,$516000.00,2003,28.86%
2010220330038013,2010,38.01,3,220330038013,2680,1321,1167,60,91,6,2,2647,33,1968,43.9,54440,141,770,10,134,23,216,158,88,141,173,718,0,204,63,287,134,15,15,74.239999999999995%,1012,937,1876,386,82.94%,17.059999999999999%,$304400.00,1976,7.41%
2010220330038014,2010,38.01,4,220330038014,1043,792,175,43,15,4,0,1029,14,775,36,52633,12,222,21,87,8,55,17,0,34,69,321,0,170,0,58,79,0,14,88.59%,684,465,187,646,22.45%,77.55%,$235900.00,1981,32.020000000000003%
2010220330038015,2010,38.01,5,220330038015,1073,572,440,26,13,2,0,1053,20,627,26.5,38846,17,216,0,79,10,47,0,65,15,8,184,0,19,15,64,43,43,0,91.12%,617,402,36,628,5.42%,94.58%,,1984,34.85%
2010220330038021,2010,38.02,1,220330038021,893,737,133,12,6,0,0,888,5,717,46.8,41105,22,292,71,79,0,109,18,15,0,113,264,70,61,47,43,43,0,0,55.08%,663,583,652,765,46.01%,53.99%,$151800.00,1967,12.07%
2010220330038022,2010,38.02,2,220330038022,738,668,46,15,3,0,0,732,6,577,47.2,67929,13,260,10,47,0,136,37,16,14,37,165,22,28,0,107,8,0,0,80.47%,318,318,575,64,89.98%,10.02%,$311300.00,1978,0%
